id,flatform,ticker,title,content,comment_time,stock_name,quantity,transaction_type,price_per_share,transaction_date,profit
102452956,toss,005930,젠승황보고 있나?,삼성 가즈아~~~ 삼성이쁘다~~~~ 삼성 잘한다!!!!!~~~~,2025-03-17T11:17:21+09:00,,,,,,
102452920,toss,005930,,8만원언제와,2025-03-17T11:16:53+09:00,,,,,,
102452778,toss,005930,젠슨황때문에,원래 월요일 살짝눌렀다가 빨간불 가는데 제순이가 입털어서 외국인들이 사서 올라버렀자나 금여일날 판 난 뭐가되니 젠슨항!!!!!!!!,2025-03-17T11:15:13+09:00,,,,,,
102452692,toss,005930,,왜오르는거져 무슨 호재라도 있나요?,2025-03-17T11:14:20+09:00,,,,,,
102452680,toss,005930,,오늘도 개미들만 팔아재끼것군ㅋㅋ,2025-03-17T11:14:12+09:00,,,,,,
102452580,toss,005930,,소소하게 국밥값 벌어갑니다,2025-03-17T11:13:10+09:00,삼성전자,2.0,판매,57300.0,3월 17일 11:12,"+13,400원 (13.2%)"
102452548,toss,005930,,올라봐야..ㅠ,2025-03-17T11:12:43+09:00,,,,,,
102452416,toss,005930,,내가 살다  삼전 빨간볼을 볼줄이야~~더 힘내라 삼전,2025-03-17T11:11:23+09:00,,,,,,
102452920,toss,005930,,8만원언제와,2025-03-17T11:16:53+09:00,,,,,,
102452778,toss,005930,젠슨황때문에,원래 월요일 살짝눌렀다가 빨간불 가는데 제순이가 입털어서 외국인들이 사서 올라버렀자나 금여일날 판 난 뭐가되니 젠슨항!!!!!!!!,2025-03-17T11:15:13+09:00,,,,,,
102452692,toss,005930,,왜오르는거져 무슨 호재라도 있나요?,2025-03-17T11:14:20+09:00,,,,,,
102452680,toss,005930,,오늘도 개미들만 팔아재끼것군ㅋㅋ,2025-03-17T11:14:12+09:00,,,,,,
102452580,toss,005930,,소소하게 국밥값 벌어갑니다,2025-03-17T11:13:10+09:00,삼성전자,2.0,판매,57300.0,3월 17일 11:12,"+13,400원 (13.2%)"
102452548,toss,005930,,올라봐야..ㅠ,2025-03-17T11:12:43+09:00,,,,,,
102452416,toss,005930,,내가 살다  삼전 빨간볼을 볼줄이야~~더 힘내라 삼전,2025-03-17T11:11:23+09:00,,,,,,
102452184,toss,005930,,3mam,2025-03-17T11:08:52+09:00,,,,,,
102452180,toss,005930,,앞으로 13%..남았다,2025-03-17T11:08:48+09:00,,,,,,
102452124,toss,005930,,껌 값 벌어가요..,2025-03-17T11:08:20+09:00,삼성전자,30.0,판매,57228.0,3월 17일 11:01,"+121,974원 (7.6%)"
102452016,toss,005930,,한국인이면 사야지. 국뽕,2025-03-17T11:07:12+09:00,,,,,,
102451704,toss,005930,,화이팅  !!,2025-03-17T11:03:53+09:00,,,,,,
102451702,toss,005930,,왜 힘으루못쓰니 아직 젖먹던힘 남았잖니,2025-03-17T11:03:51+09:00,,,,,,
102451624,toss,005930,잘 오르는구나,오늘 58000원 뚫었으면 좋겠다,2025-03-17T11:03:24+09:00,,,,,,
102452124,toss,005930,,껌 값 벌어가요..,2025-03-17T11:08:20+09:00,삼성전자,30.0,판매,57228.0,3월 17일 11:01,"+121,974원 (7.6%)"
102452016,toss,005930,,한국인이면 사야지. 국뽕,2025-03-17T11:07:12+09:00,,,,,,
102451704,toss,005930,,화이팅  !!,2025-03-17T11:03:53+09:00,,,,,,
102451702,toss,005930,,왜 힘으루못쓰니 아직 젖먹던힘 남았잖니,2025-03-17T11:03:51+09:00,,,,,,
102451624,toss,005930,잘 오르는구나,오늘 58000원 뚫었으면 좋겠다,2025-03-17T11:03:24+09:00,,,,,,
102451580,toss,005930,,제자리 찾아가네...,2025-03-17T11:02:55+09:00,,,,,,
102451534,toss,005930,파이코인 채굴처럼 한번씩들어가서 채굴해요 같이,,2025-03-17T11:02:35+09:00,,,,,,
102451476,toss,005930,900주 부분매도,삼전으로 조롱 많이 받았는데 기다리면 되는걸. 일단 900 주 매도했고 나머지는 더 파이팅해 볼래요. 다른애들도 부디...,2025-03-17T11:01:52+09:00,,,,,,
102451466,toss,005930,,국장 요즘 폼 ㄷㄷ하네,2025-03-17T11:01:44+09:00,,,,,,
102451342,toss,005930,,계속눌리네 ㅋㅋㅋㅋ,2025-03-17T11:00:28+09:00,,,,,,
102451182,toss,005930,,좀 더 쨀만하다 ㅇㅇ,2025-03-17T10:58:37+09:00,,,,,,
102450990,toss,005930,,이런 패턴은 항상 있는건데 오늘 오른만큼 내일 떨어짐,2025-03-17T10:56:53+09:00,,,,,,
102450866,toss,005930,,저도 관세때매 매도 무서움,2025-03-17T10:55:21+09:00,,,,,,
102450828,toss,005930,,오르는데 왜 불안한거니?,2025-03-17T10:54:59+09:00,,,,,,
102450612,toss,005930,수익 ㄱㅅ 관세 무섭네유,삼성파이팅,2025-03-17T10:53:05+09:00,삼성전자,951.0,판매,57400.0,3월 17일 10:51,"150,445원 (4.1%)"
102451182,toss,005930,,좀 더 쨀만하다 ㅇㅇ,2025-03-17T10:58:37+09:00,,,,,,
102450990,toss,005930,,이런 패턴은 항상 있는건데 오늘 오른만큼 내일 떨어짐,2025-03-17T10:56:53+09:00,,,,,,
102450866,toss,005930,,저도 관세때매 매도 무서움,2025-03-17T10:55:21+09:00,,,,,,
102450828,toss,005930,,오르는데 왜 불안한거니?,2025-03-17T10:54:59+09:00,,,,,,
102450612,toss,005930,수익 ㄱㅅ 관세 무섭네유,삼성파이팅,2025-03-17T10:53:05+09:00,삼성전자,951.0,판매,57400.0,3월 17일 10:51,"150,445원 (4.1%)"
102450600,toss,005930,,개미가 팔아재끼고 외인 기관이 사니까 쭉 오르겠네,2025-03-17T10:52:55+09:00,,,,,,
102450472,toss,005930,,개미가털려야 간다 ㅇㅇ,2025-03-17T10:51:56+09:00,,,,,,
102450470,toss,005930,더 오른다면 축하합니다,일단 전 먹을것만 먹고 나갑니다,2025-03-17T10:51:56+09:00,삼성전자,117.0,판매,57000.0,3월 17일 09:13,"+234,000원 (3.6%)"
102450206,toss,005930,,기관도 외인도 계속 사는거보니 잰슨황 이번에야 말로 큰거주나??,2025-03-17T10:50:09+09:00,,,,,,
102450016,toss,005930,외인이 500만주 총매수,#왜이래 기관보다 더매수했넹 골드만 +JP모건    /// 국내기관 미래 에셋 한국증권,2025-03-17T10:49:29+09:00,,,,,,
102450012,toss,005930,54,다시오겠죠?,2025-03-17T10:49:27+09:00,,,,,,
102449918,toss,005930,😀,굿굿굿,2025-03-17T10:48:57+09:00,,,,,,
102449820,toss,005930,,판매량 많은거 보니 더 올라가겠네 개미가 팔면 올라가지,2025-03-17T10:48:18+09:00,,,,,,
102449588,toss,005930,,탈출해 친구들,2025-03-17T10:46:37+09:00,,,,,,
102449544,toss,005930,,오후에 한번더 상승 힐수도,2025-03-17T10:46:10+09:00,,,,,,
102450012,toss,005930,54,다시오겠죠?,2025-03-17T10:49:27+09:00,,,,,,
102449918,toss,005930,😀,굿굿굿,2025-03-17T10:48:57+09:00,,,,,,
102449820,toss,005930,,판매량 많은거 보니 더 올라가겠네 개미가 팔면 올라가지,2025-03-17T10:48:18+09:00,,,,,,
102449588,toss,005930,,탈출해 친구들,2025-03-17T10:46:37+09:00,,,,,,
102449544,toss,005930,,오후에 한번더 상승 힐수도,2025-03-17T10:46:10+09:00,,,,,,
102449434,toss,005930,,번지대 야무지네 ㅋㅋㅋ,2025-03-17T10:45:02+09:00,,,,,,
102449376,toss,005930,,개미들 팔자에. 오르질 못허네,2025-03-17T10:44:31+09:00,,,,,,
102449340,toss,005930,하청공장,삼돌이 중국에도 밀리네,2025-03-17T10:44:10+09:00,,,,,,
102449316,toss,005930,,다시올께,2025-03-17T10:43:58+09:00,삼성전자,100.0,판매,56500.0,3월 17일 09:06,"+263,784원 (4.9%)"
102449268,toss,005930,,삼성go 화이팅야,2025-03-17T10:43:28+09:00,,,,,,
102449228,toss,005930,,이게 왜..,2025-03-17T10:43:12+09:00,삼성전자,2.0,판매,57300.0,3월 17일 10:42,"+5,000원 (4.5%)"
102449168,toss,005930,,젠슨황. 한마디에오르다 오르면 좋은거지,2025-03-17T10:42:36+09:00,,,,,,
102449108,toss,005930,,단타들  지금 매수  기회다  그래야  500원 이라도  먹는다,2025-03-17T10:42:10+09:00,,,,,,
102449104,toss,005930,곧 고점입니다,다들 줄먹 하십쇼~,2025-03-17T10:42:04+09:00,삼성전자,105.0,판매,58500.0,2월 20일 09:05,"+471,823원 (8.3%)"
102448704,toss,005930,,이겅 왜 올라가,2025-03-17T10:38:50+09:00,,,,,,
102448688,toss,005930,,마지막 발악,2025-03-17T10:38:40+09:00,,,,,,
102449228,toss,005930,,이게 왜..,2025-03-17T10:43:12+09:00,삼성전자,2.0,판매,57300.0,3월 17일 10:42,"+5,000원 (4.5%)"
102449168,toss,005930,,젠슨황. 한마디에오르다 오르면 좋은거지,2025-03-17T10:42:36+09:00,,,,,,
102449108,toss,005930,,단타들  지금 매수  기회다  그래야  500원 이라도  먹는다,2025-03-17T10:42:10+09:00,,,,,,
102449104,toss,005930,곧 고점입니다,다들 줄먹 하십쇼~,2025-03-17T10:42:04+09:00,삼성전자,105.0,판매,58500.0,2월 20일 09:05,"+471,823원 (8.3%)"
102448704,toss,005930,,이겅 왜 올라가,2025-03-17T10:38:50+09:00,,,,,,
102448688,toss,005930,,마지막 발악,2025-03-17T10:38:40+09:00,,,,,,
102448632,toss,005930,,물탄거 일단 수익 오후에 보자이~~~,2025-03-17T10:38:06+09:00,삼성전자,500.0,판매,57300.0,3월 17일 10:35,"-523,312원 (1.7%)"
102448618,toss,005930,,샀다가.. 팔았다가...,2025-03-17T10:38:03+09:00,,,,,,
102448524,toss,005930,,넌 예전부터 크게 될 놈이었어.,2025-03-17T10:37:03+09:00,,,,,,
102448512,toss,005930,,줄먹,2025-03-17T10:36:56+09:00,삼성전자,720.0,판매,57100.0,3월 17일 09:19,"224,000원 (3.0%)"
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
102447850,toss,005930,,6만원가겠나?,2025-03-17T10:29:58+09:00,삼성전자,15.0,판매,57500.0,3월 17일 10:02,"+38,000원 (4.6%)"
102447806,toss,005930,,64층좀 와주라,2025-03-17T10:29:24+09:00,,,,,,
102447686,toss,005930,바보같지만,다시 오겠습니다..,2025-03-17T10:28:27+09:00,삼성전자,50.0,판매,57500.0,3월 17일 10:04,"+212,000원 (7.9%)"
102447684,toss,005930,,아싸~~1700원만 더 올라라~~~~팔게,2025-03-17T10:28:25+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
102447850,toss,005930,,6만원가겠나?,2025-03-17T10:29:58+09:00,삼성전자,15.0,판매,57500.0,3월 17일 10:02,"+38,000원 (4.6%)"
102447806,toss,005930,,64층좀 와주라,2025-03-17T10:29:24+09:00,,,,,,
102447686,toss,005930,바보같지만,다시 오겠습니다..,2025-03-17T10:28:27+09:00,삼성전자,50.0,판매,57500.0,3월 17일 10:04,"+212,000원 (7.9%)"
102447684,toss,005930,,아싸~~1700원만 더 올라라~~~~팔게,2025-03-17T10:28:25+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
102447850,toss,005930,,6만원가겠나?,2025-03-17T10:29:58+09:00,삼성전자,15.0,판매,57500.0,3월 17일 10:02,"+38,000원 (4.6%)"
102447806,toss,005930,,64층좀 와주라,2025-03-17T10:29:24+09:00,,,,,,
102447686,toss,005930,바보같지만,다시 오겠습니다..,2025-03-17T10:28:27+09:00,삼성전자,50.0,판매,57500.0,3월 17일 10:04,"+212,000원 (7.9%)"
102447684,toss,005930,,아싸~~1700원만 더 올라라~~~~팔게,2025-03-17T10:28:25+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
102447850,toss,005930,,6만원가겠나?,2025-03-17T10:29:58+09:00,삼성전자,15.0,판매,57500.0,3월 17일 10:02,"+38,000원 (4.6%)"
102447806,toss,005930,,64층좀 와주라,2025-03-17T10:29:24+09:00,,,,,,
102447686,toss,005930,바보같지만,다시 오겠습니다..,2025-03-17T10:28:27+09:00,삼성전자,50.0,판매,57500.0,3월 17일 10:04,"+212,000원 (7.9%)"
102447684,toss,005930,,아싸~~1700원만 더 올라라~~~~팔게,2025-03-17T10:28:25+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
102447850,toss,005930,,6만원가겠나?,2025-03-17T10:29:58+09:00,삼성전자,15.0,판매,57500.0,3월 17일 10:02,"+38,000원 (4.6%)"
102447806,toss,005930,,64층좀 와주라,2025-03-17T10:29:24+09:00,,,,,,
102447686,toss,005930,바보같지만,다시 오겠습니다..,2025-03-17T10:28:27+09:00,삼성전자,50.0,판매,57500.0,3월 17일 10:04,"+212,000원 (7.9%)"
102447684,toss,005930,,아싸~~1700원만 더 올라라~~~~팔게,2025-03-17T10:28:25+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
102447850,toss,005930,,6만원가겠나?,2025-03-17T10:29:58+09:00,삼성전자,15.0,판매,57500.0,3월 17일 10:02,"+38,000원 (4.6%)"
102447806,toss,005930,,64층좀 와주라,2025-03-17T10:29:24+09:00,,,,,,
102447686,toss,005930,바보같지만,다시 오겠습니다..,2025-03-17T10:28:27+09:00,삼성전자,50.0,판매,57500.0,3월 17일 10:04,"+212,000원 (7.9%)"
102447684,toss,005930,,아싸~~1700원만 더 올라라~~~~팔게,2025-03-17T10:28:25+09:00,,,,,,
102448510,toss,005930,,제발 6층 올라와줘....! 이리 올라도 물려있어ㅜㅜ,2025-03-17T10:36:55+09:00,,,,,,
102448498,toss,005930,오늘 젠슨황이,기조연설이서 입털어서 올라간거다 호재없다 내린다,2025-03-17T10:36:46+09:00,,,,,,
102448434,toss,005930,,58000에 걸어놨음요.안팔리면 말구~~~,2025-03-17T10:36:15+09:00,,,,,,
102448366,toss,005930,,지금 들어가면 떨어지겠지요….?,2025-03-17T10:35:40+09:00,,,,,,
102448344,toss,005930,,올랏다 내렷다 단타장,2025-03-17T10:35:31+09:00,,,,,,
102448322,toss,005930,,기회줄때 안팔고 내일 후회해라 ㅋ 6만 쉽게 안간다,2025-03-17T10:35:15+09:00,,,,,,
102448154,toss,005930,작년 10월 14일에 첫구매 두번째구매 25일,-10000원 대에서 드디어 -2000원 찍었습니다 축하의 말씀 한마디씩 나누어주세요,2025-03-17T10:33:22+09:00,삼성전자,1.0,구매,56000.0,10월 25일 11:01,
102448134,toss,005930,익절,손꾸락이 근질거려서 전량매도,2025-03-17T10:33:09+09:00,삼성전자,300.0,판매,57500.0,3월 17일 10:03,"+599,332원 (3.6%)"
102448018,toss,005930,,튀어,2025-03-17T10:31:54+09:00,,,,,,
102447978,toss,005930,,구조하러 와주는 건가???,2025-03-17T10:31:30+09:00,,,,,,
102447938,toss,005930,,줄때 먹고 빨리 빼라,2025-03-17T10:31:06+09:00,,,,,,
102447896,toss,005930,,,2025-03-17T10:30:35+09:00,,,,,,
